object_id,object_no,source_type,source_snapshot_id,current_version_boundary_snapshot_id,identity_confirmed,rule_verified,rule_unresolved_fields,source_slug,source_name,source_tier,source_size,source_tags,source_relation_count,source_stall_ids,local_shop_count,local_shop_ids,primary_enchant,pet_id,pet_name,source_url,source_effect,design_note,owner_hero_id,catalog_status,build_tags,tag_references
bz_van_013,13,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",bolas,Bolas,bronze,small,"weapon, damage, ammo, slow",10,"merchant_colt, merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_机动, special_merchant, role_召唤铺场",Icy,pal_013,苔甲龟,https://bazaar-builds.net/db/items/bolas.html,deal 20 / 40 / 80 / 160 damage slow an item for 2 / 3 / 4 / 5 seconds,一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo, slow",
bz_van_014,14,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",bonfire,Bonfire,silver,medium,"burn, haste",10,"merchant_tok-s-clocks, merchant_barkun, merchant_chronos, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_quixel",10,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, special_merchant, elite_high, tier_pT2",Fiery,pal_014,金钱狸,https://bazaar-builds.net/db/items/bonfire.html,"burn 5 / 10 / 15 when you burn, haste an adjacent item for 1 / 2 / 3 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"burn, haste",
bz_van_015,15,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",butterfly-swords,Butterfly Swords,silver,small,"weapon, damage",10,"merchant_aila, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina, merchant_silvia, merchant_valpak",10,"night_base, elem_火, elem_雷, elem_地, elem_暗, role_召唤, role_坦克, role_控制, role_治疗, role_经济",Deadly,pal_015,黑甲猪,https://bazaar-builds.net/db/items/butterfly-swords.html,deal 10 damage,一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage",
bz_van_016,16,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",calico,Calico,bronze,small,"friend, weapon, damage, critreference",10,"merchant_aimbot, merchant_dryad, merchant_aila, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_机动压制",Deadly,pal_016,涧水象,https://bazaar-builds.net/db/items/calico.html,"deal 15 / 30 / 60 / 120 damage when you use another weapon, this gains +5 / 10 / 15 / 20% crit chance for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"friend, weapon, damage",crit
bz_van_017,17,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cannon,Cannon,bronze,medium,"weapon, damage, ammo, burn",10,"merchant_colt, merchant_aila, merchant_barkun, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动, tier_pT2",Fiery,pal_017,黑角犀,https://bazaar-builds.net/db/items/cannon.html,deal 40 / 80 / 120 / 160 damage burn equal to 10% of this item's damage,一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo, burn",
bz_van_018,18,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cannonade,Cannonade,gold,large,"weapon, damage",10,"merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_pol, merchant_serafina, merchant_valpak, merchant_vanessa",10,"night_base, elem_水, elem_雷, elem_地, elem_暗, role_坦克, role_控制, role_治疗, elite_high, role_风系铺场",Turbo,pal_018,竹囊鼠,https://bazaar-builds.net/db/items/cannonade.html,"deal 200 → 400 damage when you use another weapon, charge this 2 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage",
bz_van_019,19,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cannonball,Cannonball,silver,small,ammoreference,10,"merchant_colt, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina, merchant_silvia",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",Deadly,pal_019,夜穴鼹,https://bazaar-builds.net/db/items/cannonball.html,adjacent items have +2 / 3 / 4 max ammo.,一对一确认来源对象。,hero_001,reference_reserved,,ammo
bz_van_020,20,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",captain-s-quarters,Captain's Quarters,silver,large,"aquatic, property, haste, damagereference, ammoreference",10,"merchant_colt, merchant_nautica, merchant_tok-s-clocks, merchant_barkun, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth",10,"elem_水, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_输出, role_机动, special_merchant, elite_high",Turbo,pal_020,沙鬃猪,https://bazaar-builds.net/db/items/captain-s-quarters.html,haste your tools and vehicles for 1 / 2 / 3 seconds reload your ammo items 1 / 2 / 3 ammo your weapons gain +20 / 30 / 40 damage for the fight,一对一确认来源对象。,hero_001,reference_reserved,"aquatic, property, haste","damage, ammo"
bz_van_021,21,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",captain-s-wheel,Captain's Wheel,silver,medium,"aquatic, tool, haste",10,"merchant_nautica, merchant_tok-s-clocks, merchant_barkun, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_orion",10,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_远点压制",Turbo,pal_021,暮羽鸦,https://bazaar-builds.net/db/items/captain-s-wheel.html,"haste adjacent items for 1 / 2 / 3 seconds if you have a vehicle or large item, this item's cooldown is halved.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, tool, haste",
bz_van_022,22,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",card-table,Card Table,silver,medium,,10,"merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_silvia, merchant_valpak",10,"elem_水, elem_雷, elem_冰, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济",Turbo,pal_022,岩爪鼹,https://bazaar-builds.net/db/items/card-table.html,a friend gains +1 multicast for the fight increase this item's cooldown by 1 second for each non-friend you have for the fight.,一对一确认来源对象。,hero_001,reference_reserved,,
bz_van_023,23,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",catfish,Catfish,bronze,small,"aquatic, friend, poison, hastereference",10,"merchant_dryad, merchant_nautica, merchant_tok-s-clocks, merchant_ande, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_knightshade, merchant_luxe",10,"elem_火, elem_雷, elem_冰, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制, role_火系压制",Toxic,pal_023,墨潭鲵,https://bazaar-builds.net/db/items/catfish.html,"poison 3 when this is hasted, this gains +2 / 4 / 6 / 8 poison for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, friend, poison",haste
bz_van_024,24,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cauterizing-blade,Cauterizing Blade,silver,medium,"weapon, tech, damage, burn",10,"merchant_the-tester, merchant_tok-s-clocks, merchant_aila, merchant_barkun, merchant_chronos, merchant_cobweb, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_luxe",10,"night_base, elem_水, elem_雷, role_坦克, role_控制, special_merchant, elite_high, tier_pT2, role_召唤铺场, role_抗压承伤",Fiery,pal_024,幽纹猫,https://bazaar-builds.net/db/items/cauterizing-blade.html,"deal 20 damage burn 2 quest: slow 10 times when you slow, this gains +0 damage and +0 burn for the fight. quest: haste 10 times when you haste, this gains +0 damage and +0 burn for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, tech, damage, burn",
bz_van_025,25,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",chum,Chum,bronze,small,"aquatic, food, crit",10,"merchant_aimbot, merchant_nautica, merchant_ande, merchant_gastro, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_输出, tier_pT1, tier_pT3",Golden,pal_025,泉须鲶,https://bazaar-builds.net/db/items/chum.html,"your aquatic items gain +3 / 6 / 9 / 12% crit chance for the fight when you buy this, get a piranha.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, food, crit",
bz_van_026,26,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",clamera,Clamera,silver,small,"aquatic, slow",10,"merchant_nautica, merchant_tok-s-clocks, merchant_ande, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_输出, special_merchant, role_召唤铺场",Icy,pal_026,疾风狼,https://bazaar-builds.net/db/items/clamera.html,"slow an item for 2 seconds the first 2 / 3 / 4 times your enemy uses an item each fight, use this.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, slow",
bz_van_027,27,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",concealed-dagger,Concealed Dagger,bronze,small,"weapon, damage, gold, haste",10,"merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, elite_high",Turbo,pal_027,惊羽雀,https://bazaar-builds.net/db/items/concealed-dagger.html,"deal 10 / 20 / 40 / 80 damage haste an item 1 / 2 / 3 / 4 seconds. at the start of each fight with this, gain 1 gold.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, gold, haste",
bz_van_028,28,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",coral,Coral,bronze,small,"aquatic, relic, heal",10,"merchant_nautica, merchant_ande, merchant_goldie, merchant_herma, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_输出",Restorative,pal_028,药草兔,https://bazaar-builds.net/db/items/coral.html,"heal 20 when you buy an aquatic item, this gains heal 5 / 10 / 15 / 20.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, relic, heal",
bz_van_029,29,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",coral-armor,Coral Armor,bronze,medium,"aquatic, apparel, relic, shield",10,"merchant_kev-s-armory, merchant_nautica, merchant_barkun, merchant_gaseo, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_proteus",10,"elem_水, elem_雷, elem_冰, elem_龙, elem_无, role_坦克, role_控制, role_输出, tier_pT3, role_重甲抗压",Shielded,pal_029,黄背牛,https://bazaar-builds.net/db/items/coral-armor.html,"shield 50 when you buy another aquatic item, this gains 10 / 20 / 30 / 40 shield.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, apparel, relic, shield",
bz_van_030,30,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cove,Cove,bronze,large,"aquatic, property, shield, value, economyreference",10,"merchant_kev-s-armory, merchant_nautica, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_mr-morland, merchant_pol",10,"elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_坦克, role_控制, role_输出, tier_pT3, role_风系铺场",Shielded,pal_030,花刺蛛,https://bazaar-builds.net/db/items/cove.html,"shield equal to this 1 / 2 / 3 / 4 times this item's value when you sell an item, this gains 1 → 2 value.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, property, shield, value",economy
bz_van_031,31,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",crow-s-nest,Crow's Nest,silver,large,"property, aquatic, crit",1,merchant_vanessa,1,elite_high,Icy,pal_031,青背鲵,https://bazaar-builds.net/db/items/crow-s-nest.html,"your weapons have +40 / 60 / 80% crit chance. if you have only one weapon, it has lifesteal and is affected by slow for half as long.",一对一确认来源对象。,hero_001,reference_reserved,"property, aquatic, crit",
bz_van_032,32,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",custom-scope,Custom Scope,silver,small,"tech, crit, charge",10,"merchant_aimbot, merchant_the-tester, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_抗压承伤",Turbo,pal_032,石甲鲮,https://bazaar-builds.net/db/items/custom-scope.html,"the weapon to the right of this has +20 / 30 / 40% crit chance. if you have exactly one weapon, when you crit with it charge a non-weapon item 1 second.",一对一确认来源对象。,hero_001,reference_reserved,"tech, crit, charge",
bz_van_033,33,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cutlass,Cutlass,bronze,medium,"weapon, damage, critreference",10,"merchant_aimbot, merchant_aila, merchant_barkun, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_召唤铺场",Icy,pal_033,芭蕉熊,https://bazaar-builds.net/db/items/cutlass.html,"deal 12 / 24 / 48 / 96 damage while an enemy item is slowed, this has +100% crit chance.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage",crit
bz_van_034,34,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",cyber-sai,Cyber-Sai,silver,medium,"weapon, tech, damage, critreference",10,"merchant_aimbot, merchant_the-tester, merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_抗压承伤",Deadly,pal_034,蜜纹獾,https://bazaar-builds.net/db/items/cyber-sai.html,"deal 10 / 20 / 40 damage when you crit, your weapons gains +5 / 10 / 15 damage for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, tech, damage",crit
bz_van_035,35,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",dam,Dam,gold,large,"aquatic, property",10,"merchant_nautica, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_mr-morland, merchant_pol, merchant_serafina",10,"elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_坦克, role_控制, role_治疗, role_输出, role_风系铺场",Turbo,pal_035,藤巢蜂,https://bazaar-builds.net/db/items/dam.html,"destroy this and all smaller items for the fight when you use another aquatic item, charge this 1 → 2 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, property",
